Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
f0984ea7-3ae5-586c-e156-4cdb2092e258,1991-09-23,,999-65-6306,S99911249,X3189611X,Mrs.,Sade71,Trudy596,Fritsch593,,Yundt842,M,white,nonhispanic,F,Abington  Massachusetts  US,624 Dach Lodge,Hanover,Massachusetts,Plymouth County,,00000,42.10432710118316,-70.88603158824898,152961.94,146048.59,79690
7ea7e50d-0705-3198-c90a-17b6354014b4,1957-05-05,,999-97-2194,S99922885,X77753265X,Mrs.,Tamra871,Chanell45,Hodkiewicz467,,Schmitt836,M,white,nonhispanic,F,Springfield  Massachusetts  US,389 Kemmer Camp Suite 78,Easton,Massachusetts,Bristol County,,00000,42.03957654076804,-71.13064537933414,312988.28,534628.28,145722
d17fc9e8-0eeb-0594-00cb-4bdb2caf1b17,1946-09-19,,999-17-9131,S99950983,X88696671X,Mrs.,Arlene209,Nona876,Reichert620,,Rutherford999,M,white,nonhispanic,F,Stoughton  Massachusetts  US,389 Runte Vale,Waltham,Massachusetts,Middlesex County,25017,02451,42.35556268946837,-71.27303658328265,215369.68,844416.49,23656
a2138018-f4ce-f725-62eb-4f5f47bbd032,1958-08-17,2014-07-03,999-32-9559,S99966455,X18574242X,Mr.,Harland508,Wally311,Morar593,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,1047 Larson Tunnel Unit 6,Falmouth,Massachusetts,Barnstable County,25001,02540,41.5814949392829,-70.56974240730705,211193.24,65201.86,48112
34c8e2a4-fb73-3def-c1bc-ca3bcc6e1445,1987-05-24,,999-91-7233,S99987417,X61235108X,Mr.,Francesco636,Hubert238,Monahan736,,,D,white,hispanic,M,Plainville  Massachusetts  US,644 Wintheiser Trailer Suite 85,Springfield,Massachusetts,Hampden County,25013,01199,42.09594303567066,-72.5888783988613,123372.53,24614.02,35841
61e94b10-328c-d4e8-0a31-ca8c8a341670,1998-12-16,,999-34-3309,S99932254,X7202347X,Ms.,Kaleigh347,Bee658,Mayer370,,,,white,nonhispanic,F,Greenfield  Massachusetts  US,517 Hane Rest,Boston,Massachusetts,Suffolk County,25025,02130,42.3997114261992,-70.92497601045453,164859.62,173134.89,120332
ea86267d-2e14-f6bd-5e71-39cffe706487,1946-06-22,,999-90-6355,S99970568,X16622650X,Mr.,Timoteo39,Daniel959,Ayala238,,,S,white,hispanic,M,Guatemala City  Guatemala  GT,330 Hintz Arcade,Peabody,Massachusetts,Essex County,25009,01940,42.49320873364096,-70.92101233564149,205976.04,1089300.23,53788
3e83e6c4-b286-c729-9e00-eec8ffd9ac1a,2019-09-07,,999-35-7208,,,,Carie544,Suzie388,Gerlach374,,,,black,nonhispanic,F,North Westport  Massachusetts  US,821 Ullrich Extension,Taunton,Massachusetts,Bristol County,25005,02767,41.878009186763556,-71.07070433035096,13346.30,1804.42,55554
9c95f2d1-1be3-6ec4-3b57-bf4578ecbddd,1985-02-21,,999-43-8726,S99944797,X69335475X,Mr.,Bryant814,Zane918,Heaney114,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,651 Beatty Path Apt 61,Mansfield,Massachusetts,Bristol County,,00000,41.99629796030194,-71.19708630790991,112962.63,95789.06,140125
f458574b-0d12-a938-da9f-61d63cecb09d,2010-04-15,,999-71-2249,S99953830,,,Gearldine455,Dorine689,Sawayn19,,,,white,nonhispanic,F,Wakefield  Massachusetts  US,701 Schulist Throughway Apt 89,Natick,Massachusetts,Middlesex County,,00000,42.28915274113797,-71.38578609368903,86605.41,127733.46,130640
2c7af6cb-65c8-5de2-d4bc-f8fd45a38396,1985-01-28,,999-88-3657,S99954339,X84017006X,Mrs.,Gaylene599,Fran41,Cartwright189,,Will178,D,white,nonhispanic,F,Lawrence  Massachusetts  US,856 Weissnat Row Suite 52,Springfield,Massachusetts,Hampden County,25013,01108,42.15515026022766,-72.51572213948252,18240.56,913053.31,14792
af3c1204-22a1-f6bf-1147-8a7ab2b1103d,2009-01-23,,999-40-5791,S99992312,,,Max124,Ivory697,McClure239,,,,black,nonhispanic,M,Pelham  Massachusetts  US,712 Kshlerin Promenade Apt 86,Oxford,Massachusetts,Worcester County,25027,01540,42.12450269161762,-71.90216586723957,56507.71,71991.11,57850
d8bd0eaf-6ce1-cade-d956-898be0e341e1,1984-07-04,,999-40-7959,S99911892,X89008550X,Mrs.,Elvira561,Le457,Hilpert278,,Goodwin327,M,white,nonhispanic,F,Chicopee  Massachusetts  US,957 Wilderman Terrace Apt 92,Avon,Massachusetts,Norfolk County,,00000,42.092696229907546,-71.09713376859264,187375.71,149194.39,128844
3c8dacc7-73e3-78cf-aa85-5242d5857e33,1957-07-29,,999-15-8495,S99940073,X10173258X,Mr.,Zachary28,Johnny786,Deckow585,,,M,black,nonhispanic,M,West Dennis  Massachusetts  US,283 Hirthe Parade Suite 26,Weymouth,Massachusetts,Norfolk County,25021,02191,42.21152457928853,-70.99520013172312,333611.79,618954.91,33988
5a8bdcd9-2afb-6598-75bd-bbe781bbd332,2018-04-05,,999-36-1628,,,,Conrad619,Hector463,Hayes766,,,,white,nonhispanic,M,Waltham  Massachusetts  US,283 Kunze Center,Amherst,Massachusetts,Hampshire County,,00000,42.347084232657636,-72.5049112115687,20496.81,0.00,81231
1e71e7fa-2615-8e2f-350e-a3d436ae14c5,1977-01-13,,999-63-9051,S99955523,X78209341X,Mrs.,Alix578,Twyla619,Kuhn96,,Wiegand701,D,white,nonhispanic,F,Townsend  Massachusetts  US,709 Kshlerin Skyway,Attleboro,Massachusetts,Bristol County,25005,02703,41.9276428274156,-71.326042886354,843497.78,153661.36,71431
9a42b88d-8834-708c-902f-684637f65d26,1962-09-04,,999-20-6093,S99961884,X88974555X,Mr.,Rashad361,,Paucek755,,,M,white,nonhispanic,M,Holyoke  Massachusetts  US,1091 Wolff Promenade Unit 70,Boston,Massachusetts,Suffolk County,25025,02151,42.33898516554487,-71.03289034783353,221246.90,0.00,66169
3c68f0c1-b29c-d2ce-c9a1-4910c4e6a1c9,1975-02-09,,999-91-1681,S99983203,X32783438X,Mrs.,Clara183,Victoria535,Carrion142,,Valencia279,D,black,hispanic,F,Havana  Havana  CU,431 Feil Trace Unit 6,Pembroke,Massachusetts,Plymouth County,,00000,42.02712139239959,-70.77620513339342,424170.00,1035612.58,136690
696bc6b3-a191-6fc9-86c2-ebf562d5ec9f,2026-01-02,,999-72-2450,,,,Dionna991,Elease461,Tromp100,,,,white,nonhispanic,F,Boston  Massachusetts  US,835 Fisher Ferry,Chicopee,Massachusetts,Hampden County,25013,01022,42.181124996613065,-72.59154615302164,3116.58,0.00,69707
8f278e41-c1df-a37e-bb93-630c661a6efa,1988-04-28,,999-89-4983,S99965968,X81972411X,Mrs.,Letty680,Vanessa263,Hand679,,Shields502,M,white,nonhispanic,F,Billerica  Massachusetts  US,688 Gulgowski Viaduct Suite 75,Wilmington,Massachusetts,Middlesex County,25017,01887,42.58545846714284,-71.1447072384674,741378.53,113996.28,104045
0d448474-1361-a64d-e459-0b70b607ad06,2021-08-03,,999-86-7787,,,,Greg949,Terry864,Jacobs452,,,,white,hispanic,M,West Newbury  Massachusetts  US,409 Weissnat Knoll,Springfield,Massachusetts,Hampden County,25013,01103,42.025722903158965,-72.61884869930321,750.00,12330.35,12274
5dd9b635-c437-7179-d047-f913b71c850a,2023-01-23,,999-32-1196,,,,Annabelle638,,Gottlieb798,,,,white,nonhispanic,F,Peabody  Massachusetts  US,538 Satterfield Vale Apt 47,Boston,Massachusetts,Suffolk County,25025,02130,42.35374305610953,-71.0996981226321,550.00,7273.70,9928
763ee5ed-5b46-faff-4c8b-cf75e1598698,2012-04-27,,999-98-4741,,,,Celinda332,,Heathcote539,,,,white,nonhispanic,F,Montague  Massachusetts  US,832 Wisozk Track,Westminster,Massachusetts,Worcester County,,00000,42.52345119858753,-71.85615568372158,2705.09,38231.40,2774
91e47a49-eb27-8531-c502-2e72f364f2ab,2007-08-06,,999-38-9945,S99996742,,Ms.,Laurice873,,Kessler503,,,,white,nonhispanic,F,Lisbon  Estremadura  PT,502 Lowe Extension,North Andover,Massachusetts,Essex County,,00000,42.700940071411054,-71.04655167187309,66498.57,113137.62,350316
477c0826-4945-c063-9601-bf9a0ab4633e,1999-07-26,,999-79-9849,S99911323,X48761266X,Ms.,Clementine778,Temika453,Reichel38,,,,white,hispanic,F,Shrewsbury  Massachusetts  US,656 Johns Rest,Brookline,Massachusetts,Norfolk County,25017,02467,42.31277452768567,-71.1609110934104,99448.52,235384.43,70436
c565e2a3-08ce-0c24-a9d1-f336251a1ce4,2012-06-21,,999-16-5342,,,,Gerardo48,Mose244,Jast432,,,,white,nonhispanic,M,Worcester  Massachusetts  US,559 Kling Landing,Taunton,Massachusetts,Bristol County,25005,02718,41.93599235953367,-71.11289641991037,2245.86,25924.78,19012
fe42b08b-ccf9-e476-fdad-b5f387346f86,1977-02-17,,999-14-7792,S99971319,X49047498X,Mr.,Willian804,,Abbott774,,,M,white,nonhispanic,M,Raynham  Massachusetts  US,275 Hermann Harbor Unit 36,Somerville,Massachusetts,Middlesex County,25017,02144,42.42139218251057,-71.15656917993695,86102.53,58469.31,318926
b9181cb7-f43a-b6a7-8f43-e7c74b5dbabc,1983-01-05,,999-88-3777,S99982583,X70447564X,Mr.,Chuck784,Jeff859,Rutherford999,,,M,black,nonhispanic,M,Worcester  Massachusetts  US,193 Vandervort Plaza Apt 25,Hanover,Massachusetts,Plymouth County,,00000,42.13081286351158,-70.88475219154788,118692.81,14552.96,133268
9143f22d-f19d-664d-b36c-15ba3d67ddb6,2004-12-24,,999-56-2804,S99989529,X64819682X,Ms.,Janiece99,Willa615,Conn188,,,,white,nonhispanic,F,Mansfield Center  Massachusetts  US,691 Grady Park Unit 97,Springfield,Massachusetts,Hampden County,25013,01128,42.134295950840446,-72.52176130566268,46647.67,20373.40,35727
e59379b4-6790-2058-bf9e-f5c55a7c5f67,1989-02-05,,999-13-4089,S99929283,X17331477X,Mrs.,Elvera717,Ginny287,Tromp100,,Nader710,M,white,nonhispanic,F,Boston  Massachusetts  US,732 Bergstrom Burg Suite 32,Beverly,Massachusetts,Essex County,25009,01915,42.557422453041184,-70.82591370885434,9532.03,447890.36,15866
0541a381-c003-f3e1-e595-959e588f0dc7,1968-02-26,,999-10-8549,S99966753,X42240477X,Mr.,Gregorio366,Octavio643,Gallardo890,,,M,white,hispanic,M,Tegucigalpa  Francisco Morazán  HN,508 Green Viaduct,Attleboro,Massachusetts,Bristol County,25005,02703,41.91618722458272,-71.38802740827323,497483.25,463511.05,57777
8066dd68-2f09-ad48-bc12-a3ca0589abec,1971-03-09,,999-19-9031,S99974472,X39001045X,Mr.,Peter292,,Runolfsson901,,,M,white,nonhispanic,M,Natick  Massachusetts  US,1060 Reinger Bypass,Easton,Massachusetts,Bristol County,,00000,42.05782618056589,-71.05983533637709,92101.31,152317.47,196467
351a3845-e631-0166-ed0d-1439a017aa7c,1971-03-26,,999-35-5983,S99942974,X20022538X,Mr.,Benny518,Kent912,McCullough561,,,M,white,nonhispanic,M,Middleborough  Massachusetts  US,440 Eichmann Boulevard,East Dennis,Massachusetts,Barnstable County,25001,02641,41.76976997241798,-70.1373192531072,11041.87,225961.00,13041
a797b72b-a50c-937f-641f-b3f4f5092ae7,1963-03-09,,999-17-6693,S99990532,X13993542X,Mr.,Cletus494,,Abbott774,,,M,white,hispanic,M,Fall River  Massachusetts  US,699 Bode Gardens Suite 50,Worcester,Massachusetts,Worcester County,25027,01606,42.380749831897155,-71.7874179181828,88552.12,106105.16,182237
25d7d664-7f9c-a8eb-68f4-664802112d7e,1975-06-22,,999-10-3345,S99995542,X48822311X,Mrs.,Ruthe70,Ethelyn789,Towne435,,Hirthe744,M,white,nonhispanic,F,Amherst  Massachusetts  US,436 Marquardt Camp Unit 96,Somerville,Massachusetts,Middlesex County,25017,02144,42.361383604574584,-71.06284277196342,495957.88,512728.01,54968
2637d21d-91f4-d7d5-a451-52aea8057629,1958-08-17,,999-70-9225,S99969935,X72057953X,Mr.,Zack583,Emmitt44,Bailey598,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,1006 Streich Viaduct Apt 21,Falmouth,Massachusetts,Barnstable County,25001,02540,41.56452282803638,-70.59919401549249,200125.11,51165.60,48112
2ae523f1-9363-07bd-f8b9-9bde91362f66,1978-12-09,,999-26-5959,S99996761,X22721506X,Ms.,Audrey678,China583,Beier427,,,S,white,nonhispanic,F,Westfield  Massachusetts  US,837 Leffler Avenue,Randolph,Massachusetts,Norfolk County,25021,02368,42.17644631360261,-71.01370698504199,12614.43,754462.45,20332
0b3a3fa9-4aa5-6dc2-1e1b-022ef99c83bc,1972-04-19,,999-50-5637,S99918659,X85021795X,Mr.,Dave764,Rolf983,Schinner682,,,M,white,nonhispanic,M,Tyngsborough  Massachusetts  US,1019 Schumm Byway Suite 38,Walpole,Massachusetts,Norfolk County,25021,02081,42.16895377830294,-71.28220528567,43499.40,139226.56,746989
481942d9-ad91-7324-90cb-3a9294744e2f,1965-06-04,,999-36-2113,S99970083,X56381125X,Mr.,Christoper325,Gil594,Runte676,,,M,white,nonhispanic,M,Peabody  Massachusetts  US,931 Durgan Port Unit 7,Brockton,Massachusetts,Plymouth County,25023,02301,42.03414573834297,-71.03621778540784,168120.88,48341.67,29571
112977f2-8ad2-fac4-cb95-b033bb705e07,2015-01-05,,999-58-4929,,,,Odelia236,Albertine688,Dickinson688,,,,white,nonhispanic,F,Norwood  Massachusetts  US,226 Bechtelar Club,Walpole,Massachusetts,Norfolk County,25021,02081,42.12556108347518,-71.29688906209171,25327.94,7791.15,54459
f31f541f-e666-7f8b-bb86-b54f29e8f3c5,2013-01-25,,999-81-2001,,,,Zena758,,Barrows492,,,,asian,nonhispanic,F,Tewksbury  Massachusetts  US,162 Kreiger Throughway,Malden,Massachusetts,Middlesex County,25017,02148,42.4603876570582,-71.06799774152044,20269.24,17179.28,536795
fa7c04cf-ec70-58de-1b2a-342414b773fc,2013-11-10,,999-20-4925,,,,Frederick289,Larry532,Blick895,,,,white,nonhispanic,M,Boston  Massachusetts  US,377 Altenwerth Gate,West Falmouth,Massachusetts,Barnstable County,25001,02574,41.57743829664156,-70.6118684647057,22881.97,3299.20,40985
d4e085a0-45a4-b797-d153-950c1fc5a405,2012-12-05,,999-19-3480,,,,Colton403,Kurtis994,Howe413,,,,white,nonhispanic,M,Plymouth  Massachusetts  US,653 Roob Neck,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.66089201348751,-70.16874316502417,23466.57,23600.40,71940
441b97ba-d68a-af88-37fd-3ba6b2498399,1961-02-07,1993-10-01,999-13-5679,S99984968,X9151102X,Ms.,Roma9,Kristyn560,Sawayn19,,,S,asian,nonhispanic,F,Tewksbury  Massachusetts  US,435 Cummerata Grove Apt 99,Ware,Massachusetts,Hampshire County,25015,01082,42.30387033876304,-72.32573080895298,82609.83,284481.52,25208
2e704848-e741-a5a9-1490-4ec35e9e0dfc,1989-12-10,,999-63-1675,S99975630,X16205821X,Mr.,Jamel269,Neil122,Hahn503,JD,,S,other,nonhispanic,M,Brockton  Massachusetts  US,556 Kertzmann Walk Suite 2,Boston,Massachusetts,Suffolk County,25025,02109,42.39869677907374,-71.06535368916597,39653.90,39009.53,895495
b5dfae79-d8d8-de4e-3e8f-f5db679f1725,1986-03-20,,999-55-6460,S99945991,X47112356X,Mrs.,Britteny287,Olive251,Stark857,,Schaden604,M,white,nonhispanic,F,Ludlow  Massachusetts  US,155 Berge Common Unit 28,Brockton,Massachusetts,Plymouth County,25023,02302,42.117088754149194,-70.93617046949447,12271.25,833583.99,12221
c8fde687-23b0-73f6-d983-b4cd5c2be411,2006-10-23,,999-59-5973,S99951020,,Mr.,Adan632,Gustavo235,Armstrong51,,,,white,nonhispanic,M,Woburn  Massachusetts  US,229 Casper Byway Suite 52,Arlington,Massachusetts,Middlesex County,25017,02474,42.4473562656661,-71.12340397900124,75478.23,64057.80,31604
5c2a5837-bd10-cd69-c8c1-57d14ab3d8fa,1996-08-26,,999-53-8231,S99959763,X70898947X,Mr.,Armando772,,Negrete68,,,M,black,nonhispanic,M,San Jose  San Jose  CR,662 Schmitt Common,Shrewsbury,Massachusetts,Worcester County,,00000,42.31232458661794,-71.70267441117036,81312.32,9582.27,174428
6f4be85a-fdb1-2693-11b2-bee743434333,1992-09-22,,999-60-2509,S99935842,X73754652X,Mr.,Darren774,Denis399,Koepp521,MD,,M,white,nonhispanic,M,Sao Paulo  Sao Paulo  BR,523 Jenkins Run,Middleborough Center,Massachusetts,Plymouth County,,00000,41.89834440355292,-70.90790254133395,87337.89,43011.58,95653
e1bdf381-c217-5126-285e-4f3234821b65,1956-08-12,,999-70-3826,S99960095,X48455150X,Ms.,Kelsie51,,Orn563,PhD,,S,white,nonhispanic,F,Belchertown  Massachusetts  US,483 Jaskolski Mews,Boston,Massachusetts,Suffolk County,25025,02113,42.29592415507284,-71.02823112759116,18734.12,1225915.93,4594
0c83ca58-34af-ce99-3979-ea4a97764763,1983-10-10,,999-19-7861,S99911520,X22342790X,Mrs.,Christel364,Elvira561,Maggio310,,Kautzer186,M,white,nonhispanic,F,Boston  Massachusetts  US,1047 Gibson Lane Unit 17,Amherst,Massachusetts,Hampshire County,,00000,42.33788896628772,-72.48630954619897,347960.66,679728.68,118567
f38360fd-29b2-848e-2c74-9febdd0edcf4,1987-06-18,,999-46-1789,S99962958,X11258274X,Mrs.,Juliane376,Vannessa721,Okuneva707,,Lindgren255,M,white,nonhispanic,F,Plymouth  Massachusetts  US,934 Cole Crossing Unit 93,Quincy,Massachusetts,Norfolk County,25021,02186,42.29046568782642,-71.02525797528018,14989.77,1360925.79,24154
48401341-0305-750c-d74c-603564bd408e,2013-09-13,,999-53-2632,,,,Benedict104,,Hettinger594,,,,white,hispanic,M,Lexington  Massachusetts  US,216 Bartoletti Track,Newbury,Massachusetts,Essex County,,00000,42.75416323618698,-70.85142181571041,59276.78,120447.24,843090
e714efa3-4b54-03b9-9dc5-c97801411363,1955-10-20,2001-12-17,999-66-6755,S99988920,X10779985X,Mr.,Moshe758,Davis923,Brown30,,,M,white,hispanic,M,Clinton  Massachusetts  US,165 Veum Promenade Unit 80,Beverly,Massachusetts,Essex County,25009,01915,42.56956032205188,-70.82727320340658,68110.75,0.00,122230
c2ce6920-e71d-b9af-9b3b-6396f9fb2153,1975-08-08,,999-43-9224,S99918426,X37056694X,Mr.,Hershel911,Adolfo777,Collins926,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,490 Greenfelder Burg Suite 47,Brockton,Massachusetts,Plymouth County,25023,02351,42.08444527720434,-71.05533571579245,11179.78,120902.45,19762
37dfee9e-5b84-dc70-c229-6d581727d065,1951-01-09,,999-82-4378,S99946750,X71580384X,Mr.,Clifford177,Lucien408,Ankunding277,,,D,white,nonhispanic,M,Brockton  Massachusetts  US,695 Wyman Harbor,Brockton,Massachusetts,Plymouth County,25023,02302,42.102634154666966,-70.9872286835717,221527.50,134231.52,65643
3504bdb7-cce3-e59d-2d61-9579e4f68e75,1972-03-21,,999-84-2582,S99918278,X13773605X,Mrs.,Herminia75,Danae973,Bruen238,,Feeney44,M,white,nonhispanic,F,Danvers  Massachusetts  US,549 Johnson Heights Apt 67,Chelmsford,Massachusetts,Middlesex County,,00000,42.62058962590795,-71.34738165912498,616526.73,152361.44,36591
ece59d58-67ef-6361-b94e-30a397428a49,1968-09-30,,999-58-7478,S99936697,X38339283X,Mr.,Modesto621,Edison640,Kozey370,,,M,black,nonhispanic,M,Boston  Massachusetts  US,412 Zulauf Lodge,Stoughton,Massachusetts,Norfolk County,,00000,42.121079001066946,-71.11165713682601,184080.13,0.00,66835
42e2c51c-569e-4309-d3c8-aacdc7c1dc15,1972-09-19,,999-15-6371,S99996957,X3743575X,Mrs.,Caren429,Shirley182,Reynolds644,,Walsh511,M,black,hispanic,F,Essex  Massachusetts  US,673 Nolan Promenade Unit 24,Holden,Massachusetts,Worcester County,,00000,42.34774952313651,-71.8282250535245,560487.09,354904.39,64047
